coach,seasons,is_active,games,wins,losses,ties,playoff_births,games_playoff,wins_playoff,losses_playoff,ties_playoff,games_superbowl,wins_superbowl,ats_pct,ats_return,ats_risked,avg_pf,avg_pa,avg_margin,avg_spread,ats_pct_home,ats_pct_away,ats_pct_playoff,ats_pct_favorite,ats_pct_underdog,ats_pct_div,ats_pct_non_div,ats_pct_bye,ats_pct_dome,ats_roi,win_pct,win_pct_playoff,teams,pfr_coach_image_url,pfr_coach_tree_hired_by,pfr_coach_tree_hired
Guy Chamberlin,6,0,81.0,58.0,16.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.7160493827160493,,,,,YounSw0
Joe Kuharich,11,0,142.0,58.0,81.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4084507042253521,,,,SuthJo0,"BallHe0,BrunFr0,MillWa0,NixoMi0,StanDi0"
Nick Sirianni,5,1,83.0,58.0,25.0,0,4.0,9.0,6.0,3.0,0.0,3.0,1.0,0.525,0.19999999999999662,91.30000000000001,26.891565,21.626507,5.2650604,-3.8915663,0.5476190476190477,0.5,0.5555555555555556,0.5409836065573771,0.47368421052631576,0.46153846153846156,0.5555555555555556,0.6666666666666666,0.42857142857142855,0.0021905805038334785,0.6987951807228916,0.6666666666666666,"['{""team"" : ""PHI"", ""color"" : ""#004C54""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/SiriNi0c_2021.jpg,"CrenRo0,HaleTo0,LynnAn0,McCoMi1,ReicFr0","FangVi0,GannJo0,MoorKe0,PatrMa0,SteiSh0"
Art Shell,7,0,113.0,58.0,55.0,0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.375,-5.000000000000001,17.6,10.5,20.75,-10.25,6.625,0.375,0.375,,0.0,0.42857142857142855,0.6666666666666666,0.2,0.0,,-0.2840909090909091,0.5132743362831859,0.4,"['{""team"" : ""OAK"", ""color"" : ""#000000""}', '{""team"" : ""OAK"", ""color"" : ""#000000""}']",,"FlorTo0,ReevDa0,SchoMa0,ShanMi0","CunnGu0,FoxxJo0,HaslJi0,PagaCh0,RobiTe0,WhitMi0"
Allie Sherman,8,0,115.0,57.0,54.0,4,3.0,3.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4956521739130435,0.0,,,"HoweJi0,OwenSt0","IvyxPo0,PateJa0,SvarHa0,TrimJi0,WebsAl0"
Herm Edwards,8,0,134.0,56.0,78.0,0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.4883720930232558,-9.600000000000005,147.4,18.589552,20.626865,-2.0373135,1.8320895,0.46875,0.5076923076923077,0.5,0.5306122448979592,0.46835443037974683,0.5510204081632653,0.45,0.6666666666666666,0.46153846153846156,-0.06512890094979651,0.417910447761194,0.3333333333333333,"['{""team"" : ""NYJ"", ""color"" : ""#003F2D""}', '{""team"" : ""KC"", ""color"" : ""#E31837""}']",,"DungTo0,SchoMa0","CunnGu0,GailCh0,MarrDo0"
Chuck Pagano,6,0,102.0,56.0,46.0,0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.57,9.699999999999996,112.2,23.0,24.264706,-1.2647059,1.1078432,0.6326530612244898,0.5098039215686274,0.5,0.6086956521739131,0.5370370370370371,0.6176470588235294,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.08645276292335112,0.5490196078431373,0.5,"['{""team"" : ""IND"", ""color"" : ""#002C5F""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/PagaCh0c_2020.jpg,"DaviBu0,HarbJo0,NagyMa0,ShelAr0,TurnNo0","AriaBr0,ChudRo0,PhilJo0,SchoBr0"
Mike Martz,6,0,92.0,56.0,36.0,0,4.0,7.0,3.0,4.0,0.0,1.0,0.0,0.4157303370786517,-20.200000000000003,101.2,26.51087,23.576086,2.9347825,-5.4836955,0.4883720930232558,0.34782608695652173,0.2857142857142857,0.410958904109589,0.4375,0.4864864864864865,0.36538461538461536,0.5,0.49056603773584906,-0.19960474308300397,0.6086956521739131,0.42857142857142855,"['{""team"" : ""LAR"", ""color"" : ""#003594""}', '{""team"" : ""LAR"", ""color"" : ""#003594""}', '{""team"" : ""LAR"", ""color"" : ""#003594""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/MartMi0c_2017.jpg,"BrooRi0,KnoxCh0,MariRo0,NolaMi0,SmitLo0,TurnNo0,VermDi0","FewePe0,HaniJi0,SaunAl0,SmitLo0,VittJo0"
Buddy Ryan,7,0,114.0,55.0,58.0,1,3.0,3.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4824561403508772,0.0,,https://www.pro-football-reference.com/req/20230307/images/headshots/RyanBu0c_2017.jpg,"ArmsNe0,DitkMi0,EwbaWe0,GranBu0,PardJa0,WinnCh0","BettTo0,FishJe0,HughEd0,KotiRi0,PhilWa0,RyanRe0"
Jim Lee Howell,7,0,88.0,55.0,29.0,4,3.0,4.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.625,0.5,,,,"LandTo0,LombVi0,SherAl0,SvarHa0"
Jerry Burns,6,0,101.0,55.0,46.0,0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5445544554455446,0.5,,https://www.pro-football-reference.com/req/20230307/images/headshots/BurnJe0c_2017.jpg,"GranBu0,LombVi0,StecLe0","CarrPe0,TresMa0,WiggPa0"
Joe Walton,7,0,114.0,54.0,59.0,1,2.0,3.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.47368421052631576,0.3333333333333333,,,"AlleGe0,MichWa0,NollCh0,PardJa0,WebsAl0","AustBi0,CarsBu0,KotiRi0,RingJi0"
Bill O'Brien,7,0,106.0,54.0,52.0,0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.46078431372549017,-13.500000000000005,116.60000000000001,21.613207,22.45283,-0.8396226,0.7122642,0.4528301886792453,0.46938775510204084,0.3333333333333333,0.5333333333333333,0.40350877192982454,0.5142857142857142,0.43283582089552236,0.6666666666666666,0.4745762711864407,-0.11578044596912525,0.5094339622641509,0.3333333333333333,"['{""team"" : ""HOU"", ""color"" : ""#03202F""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/OBriBi0c_2018.jpg,BeliBi0,"CrenRo0,VrabMi0"
Ron Meyer,9,0,106.0,54.0,52.0,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5094339622641509,0.0,,https://www.pro-football-reference.com/req/20230307/images/headshots/MeyeRo0c_2017.jpg,LandTo0,"MoraJi0,RustRo0,VentRi0"
Bart Starr,9,0,133.0,53.0,77.0,3,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.39849624060150374,0.5,,,DeviDa0,LeBeDi0
Zac Taylor,7,1,112.0,53.0,58.0,1,2.0,7.0,5.0,2.0,0.0,2.0,0.0,0.5596330275229358,8.199999999999996,123.20000000000002,22.964285,23.883928,-0.91964287,0.84821427,0.5098039215686274,0.603448275862069,0.7142857142857143,0.5769230769230769,0.543859649122807,0.4594594594594595,0.6111111111111112,0.5714285714285714,0.7272727272727273,0.06655844155844151,0.4732142857142857,0.7142857142857143,"['{""team"" : ""CIN"", ""color"" : ""#FB4F14""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/TaylZa0c_2021.jpg,"McVaSe0,PhilJo0",CallBr0
Mike Holovak,9,0,110.0,53.0,48.0,9,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4818181818181818,0.5,,,"EwbaWe0,MaddJo0,NolaDi0,WinnCh0","HennDa0,MichWa0"
Ken Whisenhunt,8,0,125.0,52.0,73.0,0,2.0,6.0,4.0,2.0,0.0,1.0,0.0,0.4580152671755725,-18.100000000000005,147.4,20.843283,24.843283,-4.0,1.9626865,0.48484848484848486,0.4307692307692308,0.8333333333333334,0.4090909090909091,0.4827586206896552,0.40425531914893614,0.4880952380952381,0.4444444444444444,0.5,-0.12279511533242879,0.416,0.6666666666666666,"['{""team"" : ""ARI"", ""color"" : ""#97233F""}', '{""team"" : ""TEN"", ""color"" : ""#002244""}']",,"CowhBi0,GrohAl0,LynnAn0,MarcTe0,McCoMi1,PalmCh0","HaleTo0,KitcFr0,LeBeDi0,MulaMi0,ReicFr0,SmitAr0,SmitGi0"
Roy Andrews,8,0,82.0,51.0,27.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6219512195121951,,,,,
Monte Clark,8,0,121.0,51.0,69.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4214876033057851,0.0,,,ShulDo0,"JohnBi0,KhayEd0,MarcTe0,SchoMa0"
Leeman Bennett,8,0,123.0,51.0,72.0,0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4146341463414634,0.25,,https://www.pro-football-reference.com/req/20230307/images/headshots/BennLe0c_2017.jpg,"HollBo0,KnoxCh0,SchmJo0,WinnCh0","GlanJe0,NortJo0"
Raymond Berry,6,0,92.0,51.0,41.0,0,2.0,5.0,3.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.5543478260869565,0.6,,,"ErhaRo0,FairCh0,FontWa0,ForzRi0,GregFo0,LandTo0,McCaDo0,ReevDa0","KhayEd0,RustRo0,StecLe0"
Dan Campbell,6,1,90.0,50.0,39.0,1,2.0,4.0,2.0,2.0,0.0,1.0,0.0,0.6842105263157895,25.599999999999998,85.80000000000001,27.064102,24.333334,2.7307692,0.115384616,0.6756756756756757,0.6923076923076923,0.5,0.7,0.6666666666666666,0.7083333333333334,0.6730769230769231,0.6,0.72,0.2983682983682983,0.5555555555555556,0.5,"['{""team"" : ""DET"", ""color"" : ""#0076B6""}']",,"PaytSe0,PhilJo0,SparTo0","CapeDo0,FoxxJo0,GlenAa0,JohnBe0,LynnAn0,RizzDa0,SaunAl0,TaylZa0"
Dom Capers,8,0,130.0,49.0,81.0,0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.5,-3.1000000000000028,70.4,16.203125,23.53125,-7.328125,6.15625,0.5,0.5,,0.4444444444444444,0.5094339622641509,0.625,0.42105263157894735,0.6666666666666666,0.4444444444444444,-0.044034090909090946,0.3769230769230769,0.5,"['{""team"" : ""HOU"", ""color"" : ""#03202F""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/CapeDo0c_2017.jpg,"CameCa0,CampDa1,CanaDa0,CougTo0,CowhBi0,HackNa0,MarrDo0,McCaMi0,MoraJi0,ReicFr0,SabaNi0,ZimmMi0","FangVi0,PalmCh0,SaleRo0,WillRi0"
Jim Haslett,7,0,110.0,48.0,62.0,0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.48623853211009177,-8.600000000000005,121.00000000000001,20.709091,23.736364,-3.0272727,1.5,0.37037037037037035,0.6,0.5,0.5121951219512195,0.484375,0.5217391304347826,0.4603174603174603,0.5714285714285714,0.4444444444444444,-0.07107438016528929,0.43636363636363634,0.5,"['{""team"" : ""NO"", ""color"" : ""#D3BC8D""}', '{""team"" : ""LAR"", ""color"" : ""#003594""}', '{""team"" : ""LAR"", ""color"" : ""#003594""}', '{""team"" : ""LAR"", ""color"" : ""#003594""}']",,"CowhBi0,GrudJa0,LewiMa0,LineSc0,MoraJi0,ShanMi0,ShelAr0,VentRi0,VrabMi0","McAdBe0,McCaMi0,RileMi0,SaunAl0,VentRi0"
Bruce Coslet,9,0,125.0,47.0,78.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.29411764705882354,-8.200000000000001,20.900000000000002,15.263158,28.105263,-12.842105,5.7105265,0.375,0.2222222222222222,,0.4,0.25,0.36363636363636365,0.16666666666666666,0.0,0.0,-0.3923444976076555,0.376,0.0,"['{""team"" : ""CIN"", ""color"" : ""#FB4F14""}']",,"CampDa0,GregFo0,ShulDa0,WalsBi0,WychSa0","CarrPe0,LeBeDi0,MoelGa0"
Sam Rutigliano,7,0,99.0,47.0,52.0,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.47474747474747475,0.0,,https://www.pro-football-reference.com/req/20230307/images/headshots/RutiSa0c_2017.jpg,"BengPh0,FairCh0,MazuJo0,SabaLo0,StraHa0,WinnCh0","KotiRi0,McPhDi0,SchoMa0,ShofJi0"
Ray Malavasi,6,0,91.0,47.0,44.0,0,3.0,6.0,3.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.5164835164835165,0.5,,https://www.pro-football-reference.com/req/20230307/images/headshots/MalaRa0c_2017.jpg,"KnoxCh0,MaddJo0,RaucJo0","CarsBu0,FaulJa0,RingJi0,WallCh0"
Chuck Fairbanks,6,0,87.0,46.0,41.0,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5287356321839081,0.0,,https://www.pro-football-reference.com/req/20230307/images/headshots/FairCh0c_2017.jpg,,"BerrRa0,BullHa0,ErhaRo0,MillRe0,PerkRa0,RingJi0,RutiSa0"
Nick Skorich,7,0,100.0,45.0,50.0,5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.45,0.0,,,"CollBl0,KiesWa0,McLeRa0,ParkRa0,ShawLa0","GregFo0,ModzDi0,ProcRa0,SmitJe0,WillJe0"
John McKay,9,0,137.0,45.0,91.0,1,3.0,4.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.3284671532846715,0.25,,https://www.pro-football-reference.com/req/20230307/images/headshots/McKaJo0c_2017.jpg,,"FontWa0,GibbJo0,GibrAb0,JohnBi0,RaucJo0"
Barry Switzer,4,0,71.0,45.0,26.0,0,3.0,7.0,5.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.6338028169014085,0.7142857142857143,,https://www.pro-football-reference.com/req/20230307/images/headshots/SwitBa0c_2017.jpg,,"BateJi0,CampDa0,DaviBu0,ZimmMi0"
Charley Winner,7,0,93.0,44.0,44.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4731182795698925,,,https://www.pro-football-reference.com/req/20230307/images/headshots/WinnCh0c_2017.jpg,"AlleGe0,EwbaWe0,JohnBi0,RiceHo0,ShulDo0","BennLe0,DrulCh0,ForzRi0,GilmHa0,HoloMi0,MillRe0,RutiSa0,RyanBu0,ShipKe0"
Ray Perkins,8,0,119.0,43.0,76.0,0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.36134453781512604,0.5,,,"BugeJo0,CoryDo0,FairCh0,PalmCh0,ParcBi0,ProtTo0","AustBi0,BeliBi0,BrunFr0,CrenRo0,ErhaRo0,ParcBi0,TresMa0,WillRi0"
Joe Schmidt,6,0,85.0,43.0,35.0,7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5058823529411764,0.0,,https://www.pro-football-reference.com/req/20230307/images/headshots/SchmJo00_USAT_1960.jpg,GilmHa0,"BennLe0,KnoxCh0,McPeBi0,NortJo0"
Kevin Stefanski,6,1,93.0,42.0,51.0,0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0.4175824175824176,-20.300000000000004,102.30000000000001,20.784946,23.849463,-3.064516,0.6505376,0.4772727272727273,0.3617021276595745,0.6666666666666666,0.3902439024390244,0.44,0.35294117647058826,0.45614035087719296,0.2,0.36363636363636365,-0.19843597262952103,0.45161290322580644,0.3333333333333333,"['{""team"" : ""CLE"", ""color"" : ""#FF3C00""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/StefKe0c_2021.jpg,"ChilBr0,FrazLe0,ZimmMi0","CallBi0,SchwJi0,VrabMi0"
Frank Reich,6,0,88.0,42.0,45.0,1,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.46987951807228917,-9.400000000000004,96.80000000000001,23.397728,22.545454,0.85227275,-0.54545456,0.425,0.5116279069767442,0.6666666666666666,0.4883720930232558,0.45,0.43333333333333335,0.49056603773584906,1.0,0.4878048780487805,-0.09710743801652895,0.4772727272727273,0.3333333333333333,"['{""team"" : ""IND"", ""color"" : ""#002C5F""}', '{""team"" : ""CAR"", ""color"" : ""#0085CA""}']",,"CaldJi0,DungTo0,McCoMi1,PedeDo0,WhisKe0","BradGu0,BrowTh0,CaldJi0,CapeDo0,EberMa0,FoxxJo0,GannJo0,SatuJe0,SiriNi0,TaboCh0"
John Rauch,5,0,74.0,42.0,30.0,2,2.0,4.0,2.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.5675675675675675,0.5,,,"CampMa0,KhayEd0,McKaJo0,PeppPa0,WillJe0",MalaRa0
Red Miller,4,0,67.0,42.0,25.0,0,3.0,5.0,2.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.6268656716417911,0.4,,https://www.pro-football-reference.com/req/20230307/images/headshots/MillRe0c_2017.jpg,"FairCh0,McCaDo0,SandJo0,WinnCh0","BeliBi0,CollJo0,DowhRo0"
Walt Michaels,6,0,91.0,41.0,49.0,1,2.0,4.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.45054945054945056,0.5,,,"EwbaWe0,HoloMi0,HoltLo0,KhayEd0,McCoMi0","HennDa0,MazuJo0,McCuPe0,WaltJo0"
Rich Kotite,6,0,98.0,41.0,57.0,0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.41836734693877553,0.5,,,"RutiSa0,RyanBu0,StraHa0,WaltJo0","CarsBu0,ErhaRo0"
Dennis Erickson,6,0,96.0,40.0,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,-5.700000000000001,35.2,20.09375,24.65625,-4.5625,2.625,0.4375,0.42857142857142855,,0.4444444444444444,0.47368421052631576,0.5454545454545454,0.3684210526315789,0.5,0.6666666666666666,-0.1619318181818182,0.4166666666666667,,"['{""team"" : ""SF"", ""color"" : ""#AA0000""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/EricDe0c_2017.jpg,,"MoraJi1,QuinDa0,ZornJi0"
Doug Marrone,7,0,101.0,40.0,61.0,0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.494949494949495,-6.000000000000004,111.10000000000001,20.623762,22.376238,-1.7524753,1.990099,0.5102040816326531,0.48,0.6666666666666666,0.42857142857142855,0.53125,0.5945945945945946,0.43548387096774194,0.4,0.4117647058823529,-0.05400540054005404,0.39603960396039606,0.6666666666666666,"['{""team"" : ""JAX"", ""color"" : ""#006778""}', '{""team"" : ""BUF"", ""color"" : ""#00338D""}']",,"AlleDe0,BradGu0,EdwaHe0,PaytSe0,VrabMi0","CapeDo0,FewePe0,GrudJa0,HackNa0,McAdBe0,PettMi0,RobiTe0,SaleRo0,SchwJi0"
Brad Childress,5,0,77.0,40.0,37.0,0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.44594594594594594,-12.100000000000003,84.7,22.649351,20.376623,2.2727273,-1.6363636,0.47368421052631576,0.4166666666666667,0.6666666666666666,0.5,0.38235294117647056,0.46153846153846156,0.4375,0.8,0.5,-0.14285714285714288,0.5194805194805194,0.3333333333333333,"['{""team"" : ""MIN"", ""color"" : ""#4F2683""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/ChilBr0c_2019.jpg,"DowhRo0,NagyMa0,ReidAn0,ShurPa0","BeveDa0,FrazLe0,StefKe0,TomlMi0"
Jim Hanifan,7,0,94.0,39.0,54.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4148936170212766,0.0,,https://www.pro-football-reference.com/req/20230307/images/headshots/HaniJi0c_2017.jpg,"CampMa0,CoryDo0,GibbJo0,MartMi0,PetiRi0,TurnNo0,VermDi0,WilkBu0","BettTo0,BrunFr0,DowhRo0,GilmHa0,SmitJe0,ThomEm0"
Ray Rhodes,5,0,83.0,38.0,44.0,1,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.4375,-2.900000000000001,17.6,22.3125,21.3125,1.0,-4.15625,0.375,0.5,,0.38461538461538464,0.5,0.5,0.375,0.0,0.5,-0.1647727272727273,0.4578313253012048,0.3333333333333333,"['{""team"" : ""GB"", ""color"" : ""#203731""}']",,"HolmMi0,KubiGa0,SeifGe0,ShanMi0,ShurPa0,TurnNo0,WalsBi0","CallBi0,GrudJo0,HarbJo0,McCaMi0,PaytSe0,ThomEm0,VittJo0"
Dan Henning,7,0,112.0,38.0,73.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.3392857142857143,,,,"FontWa0,FoxxJo0,GibbJo0,GrohAl0,HoloMi0,HoltLo0,LevyMa0,MichWa0,ParcBi0,PeteBi0,ShulDo0,SparTo0","BrunFr0,CampMa0,ChriJa0,CunnGu0,MoraJi1"
Mike Mularkey,6,0,91.0,37.0,54.0,0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.5125,-1.9000000000000035,90.2,20.390244,22.987804,-2.597561,1.445122,0.5263157894736842,0.5,0.5,0.5882352941176471,0.4666666666666667,0.6,0.46,0.75,0.42857142857142855,-0.02106430155210647,0.4065934065934066,0.5,"['{""team"" : ""TEN"", ""color"" : ""#002244""}', '{""team"" : ""BUF"", ""color"" : ""#00338D""}', '{""team"" : ""JAX"", ""color"" : ""#006778""}']",,"CameCa0,CowhBi0,QuinDa0,SabaNi0,SmitMi0,WhisKe0,WychSa0","LeBeDi0,RobiTe0,SmitAr0,SmitGi0,StudEr0,TuckMe0,WychSa0"
Kevin O'Connell,4,1,58.0,37.0,21.0,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5283018867924528,0.4999999999999978,63.800000000000004,23.37931,22.0,1.3793104,-1.3448275,0.4827586206896552,0.5833333333333334,0.0,0.5277777777777778,0.5294117647058824,0.4444444444444444,0.5714285714285714,0.5,0.3939393939393939,0.00783699059561125,0.6379310344827587,0.0,"['{""team"" : ""MIN"", ""color"" : ""#4F2683""}']",,"GrudJa0,KellCh0,McVaSe0,PettMi0","FlorBr0,PettMi0"
Lindy Infante,6,0,97.0,36.0,61.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.3711340206185567,0.0,,https://www.pro-football-reference.com/req/20230307/images/headshots/InfaLi0c_2017.jpg,"GregFo0,MarcTe0,McVaJo0,SchoMa0","BrunFr0,BullHa0,JaurDi0,KuhlHa0"
Jack Patera,7,0,94.0,35.0,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.3723404255319149,,,,"AlleGe0,GranBu0,SherAl0,SvarHa0","ChriJa0,HollBo0,MoraJi0,VittJo0"
Tommy Prothro,7,0,88.0,35.0,51.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.3977272727272727,,,https://www.pro-football-reference.com/req/20230307/images/headshots/ProtTo0c_2017.jpg,,"BrooRi0,PerkRa0,SmitJe0,VermDi0,WalsBi0"
Jay Gruden,6,0,86.0,35.0,50.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.47674418604651164,-8.500000000000004,94.60000000000001,20.918604,24.802326,-3.8837209,2.2674417,0.4318181818181818,0.5238095238095238,0.0,0.38461538461538464,0.5166666666666667,0.45454545454545453,0.49056603773584906,0.2,0.42857142857142855,-0.08985200845665965,0.4069767441860465,0.0,"['{""team"" : ""WAS"", ""color"" : ""#5A1414""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/GrudJa0c_2020.jpg,"GrudJo0,LewiMa0,MarrDo0,McVaSe0","CallBi0,FewePe0,HaslJi0,McVaSe0,MorrRa0,OConKe0,TomsJi0"
Chan Gailey,5,0,82.0,34.0,48.0,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.4603174603174603,-8.400000000000002,71.5,20.938461,24.569231,-3.6307693,1.823077,0.5806451612903226,0.34375,0.0,0.5384615384615384,0.40540540540540543,0.46153846153846156,0.4594594594594595,0.75,0.18181818181818182,-0.1174825174825175,0.4146341463414634,0.0,"['{""team"" : ""BUF"", ""color"" : ""#00338D""}', '{""team"" : ""DAL"", ""color"" : ""#002244""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/GailCh0c_2020.jpg,"BowlTo0,CowhBi0,EdwaHe0,FlorBr0,ReevDa0,WannDa0","BateJi0,CampDa0,SmitGi0,WannDa0,ZimmMi0"
John Ralston,5,0,70.0,34.0,33.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4857142857142857,,,https://www.pro-football-reference.com/req/20230307/images/headshots/RalsJo0c_2017.jpg,VermDi0,CollJo0
Tommy Hughitt,5,0,56.0,34.0,15.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6071428571428571,,,,,
Anthony Lynn,5,0,67.0,34.0,33.0,0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.49206349206349204,-4.200000000000003,73.7,23.35821,21.791044,1.5671642,-1.9179105,0.3548387096774194,0.625,0.5,0.42105263157894735,0.6,0.4782608695652174,0.5,0.75,0.5833333333333334,-0.05698778833107195,0.5074626865671642,0.5,"['{""team"" : ""LAC"", ""color"" : ""#007BC7""}', '{""team"" : ""LAC"", ""color"" : ""#007BC7""}', '{""team"" : ""BUF"", ""color"" : ""#00338D""}']",,"CampDa1,CrenRo0,DelRJa0,ParcBi0,QuinDa0,RyanRe0,ShanKy0,ShanMi0","BradGu0,KromAa0,PalmCh0,SiriNi0,SmitGi0,SteiSh0,WhisKe0"
Matt Nagy,4,0,67.0,34.0,33.0,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.4696969696969697,-7.5000000000000036,73.7,21.014925,20.820896,0.19402985,0.6641791,0.5151515151515151,0.42424242424242425,0.0,0.5172413793103449,0.43243243243243246,0.4782608695652174,0.46511627906976744,0.25,0.46153846153846156,-0.10176390773405704,0.5074626865671642,0.0,"['{""team"" : ""CHI"", ""color"" : ""#0B162A""}']",https://www.pro-football-reference.com/req/20230307/images/headshots/NagyMa0c_2021.jpg,ReidAn0,"ChilBr0,FangVi0,PagaCh0,PettMi0,StalBr0,TaboCh0"
Marion Campbell,9,0,115.0,34.0,80.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.2956521739130435,,,,"AlleGe0,HennDa0,VanBNo0,VermDi0","BrunFr0,CougTo0,DowhRo0,GanzFr0,GilmHa0,GrohAl0,HaniJi0,KhayEd0,MarcTe0,RaucJo0"
Mike Tice,5,0,67.0,33.0,34.0,0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.4925373134328358,-4.400000000000003,73.7,23.35821,23.835821,-0.47761193,-0.57462686,0.5625,0.42857142857142855,0.5,0.4722222222222222,0.5,0.6,0.42857142857142855,0.75,0.5714285714285714,-0.05970149253731347,0.4925373134328358,0.5,"['{""team"" : ""MIN"", ""color"" : ""#4F2683""}']",,"DelRJa0,GreeDe0,SmitLo0,SmitMi0","LineSc0,ThomEm0"
